Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.5758
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 25.0622
conn4, flow1_conn4, 25.9064
conn5, flow1_conn5, 21.3673
