Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8203, 22.1557, 336283

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2679, 19.6776, 378633

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 27.069, 26.2806, 283501

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.7995, 19.9996, 372537

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
