Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 22500, 16500, 36.3636, 6000, 5.06464, 4.8885, 25147.7
flow-3, 24000, 18000, 33.3333, 6000, 5.25606, 5.28593, 25371.2
flow-2, 25500, 18000, 41.6667, 7500, 6.15717, 5.21614, 25710.7
