Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1343, 20.5188, 363110

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4696, 19.8734, 374902

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.5704, 20.9421, 355770

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.4321, 19.6462, 379238

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
