Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.5158, 22.8309, 326338

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2153, 20.5974, 361724

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4895, 19.8927, 374538

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.925, 20.1202, 370303
