Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6848
conn2, flow1_conn2, 20.1204
conn3, flow1_conn3, 20.161
conn4, flow1_conn4, 27.397
conn5, flow1_conn5, 21.9297
