Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.0399
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 20.4496
conn4, flow1_conn4, 25.7065
conn5, flow1_conn5, 21.0525
