Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 18.6854
conn2, flow1_conn2, 18.6854
conn3, flow1_conn3, 18.6854
conn4, flow1_conn4, 18.6854
conn5, flow1_conn5, 18.6854
