Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.7236
conn2, flow1_conn2, 21.8815
conn3, flow1_conn3, 22.4717
conn4, flow1_conn4, 19.6848
conn5, flow1_conn5, 20.4081
