Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.5758
conn2, flow1_conn2, 19.6075
conn3, flow1_conn3, 23.2014
conn4, flow1_conn4, 24.8754
conn5, flow1_conn5, 21.1413
