Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.7236
conn2, flow1_conn2, 22.3212
conn3, flow1_conn3, 20.7036
conn4, flow1_conn4, 19.6848
conn5, flow1_conn5, 20.4915
