Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.43023, 5.17641, 23749
flow-3, 22500, 18000, 25, 4500, 5.4611, 5.59423, 23973
flow-2, 27000, 18000, 50, 9000, 8.21235, 5.56821, 24085
