Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0639, 19.4796, 382482

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2679, 19.6776, 378633

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.9809, 23.2825, 320008

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.4431, 20.6184, 361356

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
