Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.18719, 5.08225, 24189
flow-3, 22500, 18000, 25, 4500, 5.37807, 5.49273, 24416
flow-2, 24000, 18000, 33.3333, 6000, 6.90008, 5.44169, 24645
