Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.3295, 23.6209, 315424

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6617, 20.0599, 371416

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.1271, 21.2761, 350185

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2105, 20.5927, 361807
