Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 256, 130816, 131072, 130816, 0.195695, 256, 1, 3.64624, 3.63912, 267827
conn1_flow2, 256, 125184, 125440, 125184, 0.204499, 256, 1, 3.49691, 3.48977, 267265
