Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 256, 65538, 66048, 65792, 0.389105, 256, 1, 2.10137, 2.09323, 234179
conn1_flow2, 256, 62464, 62720, 62464, 0.409836, 256, 1, 2.00201, 1.99384, 233416
