Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1752000, 1747500, 0.257511, 4500, 0.747777, 0.926504, 1.40527e+07
flow-3, 1752000, 1747500, 0.257511, 4500, 0.765888, 0.925361, 1.40701e+07
flow-2, 1753500, 1749000, 0.25729, 4500, 0.752694, 0.92491, 1.4089e+07
