Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.3166, 20.6958, 360005

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0972, 19.5119, 381849

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.4133, 21.5512, 345715

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.074, 21.4311, 347653
