Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
send-1, conn1; conn2; conn3; conn4; conn5, 5000000, 385643, 96.5994, 0, 385643
