Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9772, 20.3662, 365831

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.3212, 23.6128, 315531

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.7526, 22.0899, 337284

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 23.162, 22.2711, 334540
