Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
host-1--host-6, 10485760, 10485760, 26.581, 20.9727, 3.72508e+06
host-2--host-6, 262144, 262144, 6.31338, 5.9247, 329658
host-3--host-6, 262144, 262144, 6.33438, 5.6205, 347500
host-4--host-6, 262144, 262144, 6.49591, 5.76517, 338780
host-5--host-6, 262144, 262144, 6.31681, 5.84229, 334308
