Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-1, 51200, 51200, 16.4007, 15.0014, 25429
connection-2, 51200, 51200, 17.4516, 15.2022, 25093
connection-3, 51200, 51200, 19.7252, 15.4086, 24757
connection-4, 51200, 51200, 25.2662, 15.6225, 24418
connection-5, 51200, 51200, 15.7836, 14.8057, 25765
