Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1747500, 1747500, 0, 0, 1.0268, 0.824168, 1.57976e+07
flow-3, 1747500, 1747500, 0, 0, 1.0786, 0.823356, 1.58132e+07
flow-2, 1749000, 1749000, 0, 0, 1.10482, 0.822903, 1.58355e+07
