Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 20.0131, 19.8937, 1.8726e+06

conn2_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 19.9905, 19.8713, 1.87471e+06

conn3_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 23.6761, 23.5349, 1.58288e+06

conn4_flow1, 10000, 5000000, 5040000, 5000000, 0.8, 40000, 4, 21.0613, 20.8942, 1.78293e+06

conn5_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 21.7786, 21.6487, 1.72079e+06
