Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.7625
conn2, flow1_conn2, 19.6847
conn3, flow1_conn3, 21.3672
conn4, flow1_conn4, 22.5221
conn5, flow1_conn5, 19.6075
