Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.2484, 5.05758, 24307
flow-3, 22500, 18000, 25, 4500, 5.31317, 5.46765, 24528
flow-2, 25500, 18000, 41.6667, 7500, 7.98572, 5.44235, 24642
