Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1752000, 1747500, 0.257511, 4500, 1.03898, 0.824461, 1.5792e+07
flow-3, 1752000, 1747500, 0.257511, 4500, 0.974026, 0.823439, 1.58116e+07
flow-2, 1753500, 1749000, 0.25729, 4500, 1.08256, 0.82316, 1.58305e+07
