Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.2019
conn2, flow1_conn2, 20.9642
conn3, flow1_conn3, 19.6075
conn4, flow1_conn4, 19.646
conn5, flow1_conn5, 20.1612
