Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7298, 21.0969, 353161

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.1234, 23.4207, 318119

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2557, 19.6658, 378861

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2506, 20.6316, 361124

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
