Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 22500, 16500, 36.3636, 6000, 5.31908, 4.94428, 24864
flow-3, 24000, 18000, 33.3333, 6000, 5.2566, 5.3456, 25088
flow-2, 25500, 18000, 41.6667, 7500, 6.90675, 5.2983, 25312
