Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1031, 19.5176, 381737

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6617, 20.0599, 371416

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.9406, 21.0967, 353163

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8578, 22.192, 335732
