Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.0053, 20.3935, 365342

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.348, 19.7553, 377143

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.1496, 23.4462, 317773

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1546, 19.3794, 384458

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
