Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.6679, 21.0367, 354170

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1279, 20.5126, 363220

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1937, 19.4171, 383713

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.4105, 21.7577, 342434
