Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.7039
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 20.2429
conn4, flow1_conn4, 24.3309
conn5, flow1_conn5, 19.9598
