Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-1, 51200, 51200, 15.6531, 14.3989, 26493
connection-2, 51200, 51200, 24.8788, 15.1673, 25150.9
connection-3, 51200, 51200, 19.5155, 14.9671, 25487.1
connection-4, 51200, 51200, 17.4907, 14.7728, 25822.4
connection-5, 51200, 51200, 16.463, 14.5835, 26157.7
