Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8286, 22.1637, 336161

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.8914, 21.2538, 350552

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.3111, 20.4914, 363595

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1324, 19.5461, 381181
