Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 21.1413
conn3, flow1_conn3, 21.4129
conn4, flow1_conn4, 21.008
conn5, flow1_conn5, 23.529
