Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2754, 19.6848, 378494

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.56, 19.9612, 373253

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.942, 19.3612, 384821

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 26.4311, 25.6612, 290344

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.4871, 20.6607, 360616
