Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 20.7038
conn3, flow1_conn3, 20.2428
conn4, flow1_conn4, 19.9598
conn5, flow1_conn5, 23.6963
