Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 22.4715
conn3, flow1_conn3, 19.646
conn4, flow1_conn4, 25.8392
conn5, flow1_conn5, 20.7038
