Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 4096, 1638400, 1769472, 1638400, 8, 131072, 32, 10.7177, 9.9238, 1.23008e+06

conn2_flow1, 2048, 1638400, 1695744, 1638400, 3.5, 57344, 28, 10.3201, 9.97108, 1.22424e+06
