Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.0401
conn2, flow1_conn2, 21.9295
conn3, flow1_conn3, 21.2766
conn4, flow1_conn4, 24.9998
conn5, flow1_conn5, 19.6848
