Throughput
Capacity, Actual, Utilization, Latency
100, 0, 0, 1000

Ingress buffer of pod-2_aggr-2--core-4
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
4194304, 1, 1, 5848, 94279395753480, 1

Egress buffer of pod-2_aggr-2--core-4
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
4194304, 1, 1, 5850, 7306371813782872422, 1

