Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-pod1_host1--pod2_host1, 5242880, 5242880, 3.95993, 2.3741, 1.64536e+07
connection-pod1_host1--pod2_host2, 5242880, 5242880, 3.88413, 3.20036, 1.22057e+07
connection-pod1_host1--pod2_host3, 5242880, 5242880, 4.04666, 2.23475, 1.74795e+07
connection-pod1_host1--pod2_host4, 5242880, 5242880, 3.67531, 3.6085, 1.08251e+07
