Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.63, 21, 354790

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7448, 20.1406, 369928

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1937, 19.4171, 383713

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7824, 20.1771, 369260
