Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7164, 20.113, 370436

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3755, 19.782, 376634

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.5763, 20.7465, 359125

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0932, 19.5079, 381926
