Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.2836
conn2, flow1_conn2, 19.6075
conn3, flow1_conn3, 20.4078
conn4, flow1_conn4, 20.7897
conn5, flow1_conn5, 20.0397
