Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.645
conn2, flow1_conn2, 19.7626
conn3, flow1_conn3, 23.1481
conn4, flow1_conn4, 22.3714
conn5, flow1_conn5, 19.6848
