Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5175, 19.9199, 374026

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.6511, 22.9622, 324471

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1686, 19.5812, 380497

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.4619, 21.5979, 344967
