Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.5514
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 19.92
conn4, flow1_conn4, 23.2015
conn5, flow1_conn5, 20.7899
