Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.5336
conn2, flow1_conn2, 22.6243
conn3, flow1_conn3, 20.3663
conn4, flow1_conn4, 26.8812
conn5, flow1_conn5, 19.3421
