Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.8337
conn2, flow1_conn2, 20.9201
conn3, flow1_conn3, 24.3304
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 19.6847
