Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.2427
conn2, flow1_conn2, 20.0803
conn3, flow1_conn3, 24.8752
conn4, flow1_conn4, 21.1864
conn5, flow1_conn5, 19.4932
