Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 4096, 819200, 929792, 819200, 13.5, 110592, 27, 5.99315, 5.28031, 1.1559e+06

conn2_flow1, 2048, 819200, 870400, 819200, 6.25, 51200, 25, 5.21132, 4.90478, 1.2444e+06
