Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 20.7897
conn3, flow1_conn3, 20.2017
conn4, flow1_conn4, 21.7861
conn5, flow1_conn5, 22.371
