Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.1206
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 19.9202
conn4, flow1_conn4, 25.0622
conn5, flow1_conn5, 20.5336
