Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.3296, 23.621, 315422

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2728, 20.6532, 360747

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.0317, 21.39, 348321

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.6345, 19.8408, 375517

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
