Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6826, 20.0802, 371042

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.3575, 22.6772, 328550

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.753, 21.1194, 352784

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.2695, 21.413, 347947
