Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.9979, 25.2407, 295181

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5791, 19.9797, 372907

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.3519, 19.5691, 380732

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.8866, 21.2491, 350630
