Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow, 267000, 262500, 1.71429, 4500, 78.118, 28.1075, 69582
