Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.1413
conn2, flow1_conn2, 20.7467
conn3, flow1_conn3, 19.8409
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 21.0082
