Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.9389, 24.2125, 307716

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5795, 19.9801, 372900

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.6072, 20.9779, 355164

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.5936, 19.8015, 376263
