Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.9868, 25.2299, 295307

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.5427, 22.857, 325965

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1546, 19.3794, 384458

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.6565, 21.0258, 354355
